#1	3.36	0.27	2.2	0	1.64	0	3.74	0.32	2.28	0.35	1.4	0.19
1	2.09	0	1.62	0	1.24	0	2.15	0.35	1.51	0.19	1.15	0.12
2	3.45	0	2.45	0	2.06	0	3.02	0.2	2.22	0.13	1.83	0.07
3	5.49	0	4.2	0	2.5	0	5.42	0.15	3.34	0.09	2.15	0.04
4	9.12	0	4.82	0	4.07	0	8.43	0.1	4.53	0.04	4.24	0.03
5	13.2	0	7.7	0	5.62	0	13.89	0.08	7.92	0.03	5.51	0.02
